service,file_name,relative_path,rows_in_window,columns_in_file
fhvhv,fhvhv_tripdata_2022-10.parquet,C:\Users\Steven Groenewald\Dropbox\PC\Desktop\UP\MIT805\Live Data\raw\nyc_taxi\fhvhv\2022\10\fhvhv_tripdata_2022-10.parquet,19306090,24
fhvhv,fhvhv_tripdata_2022-11.parquet,C:\Users\Steven Groenewald\Dropbox\PC\Desktop\UP\MIT805\Live Data\raw\nyc_taxi\fhvhv\2022\11\fhvhv_tripdata_2022-11.parquet,18085896,24
fhvhv,fhvhv_tripdata_2022-12.parquet,C:\Users\Steven Groenewald\Dropbox\PC\Desktop\UP\MIT805\Live Data\raw\nyc_taxi\fhvhv\2022\12\fhvhv_tripdata_2022-12.parquet,19665847,24
fhvhv,fhvhv_tripdata_2023-01.parquet,C:\Users\Steven Groenewald\Dropbox\PC\Desktop\UP\MIT805\Live Data\raw\nyc_taxi\fhvhv\2023\01\fhvhv_tripdata_2023-01.parquet,18479031,24
fhvhv,fhvhv_tripdata_2023-02.parquet,C:\Users\Steven Groenewald\Dropbox\PC\Desktop\UP\MIT805\Live Data\raw\nyc_taxi\fhvhv\2023\02\fhvhv_tripdata_2023-02.parquet,17960971,24
fhvhv,fhvhv_tripdata_2023-03.parquet,C:\Users\Steven Groenewald\Dropbox\PC\Desktop\UP\MIT805\Live Data\raw\nyc_taxi\fhvhv\2023\03\fhvhv_tripdata_2023-03.parquet,20413539,24
fhvhv,fhvhv_tripdata_2023-04.parquet,C:\Users\Steven Groenewald\Dropbox\PC\Desktop\UP\MIT805\Live Data\raw\nyc_taxi\fhvhv\2023\04\fhvhv_tripdata_2023-04.parquet,19144903,24
fhvhv,fhvhv_tripdata_2023-05.parquet,C:\Users\Steven Groenewald\Dropbox\PC\Desktop\UP\MIT805\Live Data\raw\nyc_taxi\fhvhv\2023\05\fhvhv_tripdata_2023-05.parquet,19847676,24
fhvhv,fhvhv_tripdata_2023-06.parquet,C:\Users\Steven Groenewald\Dropbox\PC\Desktop\UP\MIT805\Live Data\raw\nyc_taxi\fhvhv\2023\06\fhvhv_tripdata_2023-06.parquet,19366619,24
fhvhv,fhvhv_tripdata_2023-07.parquet,C:\Users\Steven Groenewald\Dropbox\PC\Desktop\UP\MIT805\Live Data\raw\nyc_taxi\fhvhv\2023\07\fhvhv_tripdata_2023-07.parquet,19132131,24
fhvhv,fhvhv_tripdata_2023-08.parquet,C:\Users\Steven Groenewald\Dropbox\PC\Desktop\UP\MIT805\Live Data\raw\nyc_taxi\fhvhv\2023\08\fhvhv_tripdata_2023-08.parquet,18322150,24
fhvhv,fhvhv_tripdata_2023-09.parquet,C:\Users\Steven Groenewald\Dropbox\PC\Desktop\UP\MIT805\Live Data\raw\nyc_taxi\fhvhv\2023\09\fhvhv_tripdata_2023-09.parquet,19851123,24
fhvhv,fhvhv_tripdata_2023-10.parquet,C:\Users\Steven Groenewald\Dropbox\PC\Desktop\UP\MIT805\Live Data\raw\nyc_taxi\fhvhv\2023\10\fhvhv_tripdata_2023-10.parquet,20186330,24
fhvhv,fhvhv_tripdata_2023-11.parquet,C:\Users\Steven Groenewald\Dropbox\PC\Desktop\UP\MIT805\Live Data\raw\nyc_taxi\fhvhv\2023\11\fhvhv_tripdata_2023-11.parquet,19269250,24
fhvhv,fhvhv_tripdata_2023-12.parquet,C:\Users\Steven Groenewald\Dropbox\PC\Desktop\UP\MIT805\Live Data\raw\nyc_taxi\fhvhv\2023\12\fhvhv_tripdata_2023-12.parquet,20516297,24
fhvhv,fhvhv_tripdata_2024-01.parquet,C:\Users\Steven Groenewald\Dropbox\PC\Desktop\UP\MIT805\Live Data\raw\nyc_taxi\fhvhv\2024\01\fhvhv_tripdata_2024-01.parquet,19663930,24
fhvhv,fhvhv_tripdata_2024-02.parquet,C:\Users\Steven Groenewald\Dropbox\PC\Desktop\UP\MIT805\Live Data\raw\nyc_taxi\fhvhv\2024\02\fhvhv_tripdata_2024-02.parquet,19359148,24
fhvhv,fhvhv_tripdata_2024-03.parquet,C:\Users\Steven Groenewald\Dropbox\PC\Desktop\UP\MIT805\Live Data\raw\nyc_taxi\fhvhv\2024\03\fhvhv_tripdata_2024-03.parquet,21280788,24
fhvhv,fhvhv_tripdata_2024-04.parquet,C:\Users\Steven Groenewald\Dropbox\PC\Desktop\UP\MIT805\Live Data\raw\nyc_taxi\fhvhv\2024\04\fhvhv_tripdata_2024-04.parquet,19733038,24
fhvhv,fhvhv_tripdata_2024-05.parquet,C:\Users\Steven Groenewald\Dropbox\PC\Desktop\UP\MIT805\Live Data\raw\nyc_taxi\fhvhv\2024\05\fhvhv_tripdata_2024-05.parquet,20704538,24
fhvhv,fhvhv_tripdata_2024-06.parquet,C:\Users\Steven Groenewald\Dropbox\PC\Desktop\UP\MIT805\Live Data\raw\nyc_taxi\fhvhv\2024\06\fhvhv_tripdata_2024-06.parquet,20123226,24
fhvhv,fhvhv_tripdata_2024-07.parquet,C:\Users\Steven Groenewald\Dropbox\PC\Desktop\UP\MIT805\Live Data\raw\nyc_taxi\fhvhv\2024\07\fhvhv_tripdata_2024-07.parquet,19182934,24
fhvhv,fhvhv_tripdata_2024-08.parquet,C:\Users\Steven Groenewald\Dropbox\PC\Desktop\UP\MIT805\Live Data\raw\nyc_taxi\fhvhv\2024\08\fhvhv_tripdata_2024-08.parquet,19128392,24
fhvhv,fhvhv_tripdata_2024-09.parquet,C:\Users\Steven Groenewald\Dropbox\PC\Desktop\UP\MIT805\Live Data\raw\nyc_taxi\fhvhv\2024\09\fhvhv_tripdata_2024-09.parquet,19209788,24
fhvhv,fhvhv_tripdata_2024-10.parquet,C:\Users\Steven Groenewald\Dropbox\PC\Desktop\UP\MIT805\Live Data\raw\nyc_taxi\fhvhv\2024\10\fhvhv_tripdata_2024-10.parquet,20028282,24
fhvhv,fhvhv_tripdata_2024-11.parquet,C:\Users\Steven Groenewald\Dropbox\PC\Desktop\UP\MIT805\Live Data\raw\nyc_taxi\fhvhv\2024\11\fhvhv_tripdata_2024-11.parquet,19987533,24
fhvhv,fhvhv_tripdata_2024-12.parquet,C:\Users\Steven Groenewald\Dropbox\PC\Desktop\UP\MIT805\Live Data\raw\nyc_taxi\fhvhv\2024\12\fhvhv_tripdata_2024-12.parquet,21068851,24
fhvhv,fhvhv_tripdata_2025-01.parquet,C:\Users\Steven Groenewald\Dropbox\PC\Desktop\UP\MIT805\Live Data\raw\nyc_taxi\fhvhv\2025\01\fhvhv_tripdata_2025-01.parquet,20405666,25
fhvhv,fhvhv_tripdata_2025-02.parquet,C:\Users\Steven Groenewald\Dropbox\PC\Desktop\UP\MIT805\Live Data\raw\nyc_taxi\fhvhv\2025\02\fhvhv_tripdata_2025-02.parquet,19339461,25
fhvhv,fhvhv_tripdata_2025-03.parquet,C:\Users\Steven Groenewald\Dropbox\PC\Desktop\UP\MIT805\Live Data\raw\nyc_taxi\fhvhv\2025\03\fhvhv_tripdata_2025-03.parquet,20536879,25
fhvhv,fhvhv_tripdata_2025-04.parquet,C:\Users\Steven Groenewald\Dropbox\PC\Desktop\UP\MIT805\Live Data\raw\nyc_taxi\fhvhv\2025\04\fhvhv_tripdata_2025-04.parquet,19753983,25
fhvhv,fhvhv_tripdata_2025-05.parquet,C:\Users\Steven Groenewald\Dropbox\PC\Desktop\UP\MIT805\Live Data\raw\nyc_taxi\fhvhv\2025\05\fhvhv_tripdata_2025-05.parquet,21091193,25
fhvhv,fhvhv_tripdata_2025-06.parquet,C:\Users\Steven Groenewald\Dropbox\PC\Desktop\UP\MIT805\Live Data\raw\nyc_taxi\fhvhv\2025\06\fhvhv_tripdata_2025-06.parquet,19868009,25
fhvhv,fhvhv_tripdata_2025-07.parquet,C:\Users\Steven Groenewald\Dropbox\PC\Desktop\UP\MIT805\Live Data\raw\nyc_taxi\fhvhv\2025\07\fhvhv_tripdata_2025-07.parquet,19653012,25
fhvhv,TOTAL,,999621406,25
